Episode,CollisionType,VehicleName,CollisionObjectName,TimeStamp,Duration
3771,vehicle,"Car_2","Car_1",16.61,0.03
3771,static,"Car_1","7-Eleven(OSM id: 470346246)",17.11,0.07
3771,vehicle,"Car_0","Car_1",18.31,0.03
3771,vehicle,"Car_1","Car_0",18.31,0.03
3773,vehicle,"Car_1","Car_3",5.81,0.3
3773,vehicle,"Car_3","Car_1",5.81,0.3
3774,static,"Car_1","Sciences Building(OSM id: 923037378)",9.41,0.08
3774,static,"Car_1","Sciences Building(OSM id: 923037378)",23.21,0.09
3774,static,"Car_1","Physics Building(OSM id: 280324649)",25.11,0.43
3775,vehicle,"Car_0","Car_2",5.41,0.09
3775,vehicle,"Car_2","Car_0",5.41,0.09
3775,static,"Car_2","(OSM id: 645791803)",8.61,0.22
3775,static,"Car_2","(OSM id: 645791718)",10.81,0.21
3775,static,"Car_2","(OSM id: 645791718)",13.11,0.1
3775,static,"Car_2","(OSM id: 645791056)",14.51,0.26
3775,static,"Car_2","(OSM id: 645791718)",19.91,0.25
3775,static,"Car_2","(OSM id: 645791056)",22.91,0.02
3775,static,"Car_2","(OSM id: 645791056)",24.01,0.13
3778,static,"Car_1","(OSM id: 530944742)",7.61,0.24
3780,vehicle,"Car_2","Car_3",5.61,0.21
3780,vehicle,"Car_3","Car_2",5.61,0.21
3780,static,"Car_3","(OSM id: 645791222)",9.91,0.3
3780,static,"Car_3","(OSM id: 645791487)",17.21,0.24
3781,vehicle,"Car_0","Car_2",9.61,0.08
3781,vehicle,"Car_2","Car_0",9.61,0.08
3782,static,"Car_1","(OSM id: 946210235)",11.51,0.16
3782,static,"Car_1","(OSM id: 946210236)",12.91,0.11
3782,static,"Car_1","(OSM id: 946210234)",18.01,0.26
3782,static,"Car_1","(OSM id: 946210235)",22.91,0.03
3782,static,"Car_1","(OSM id: 946210236)",23.01,0.17
3784,static,"Car_3","(OSM id: 470345856)",27.91,0.09
3786,static,"Car_1","(OSM id: 640718688)",9.91,0.17
3787,static,"Car_2","Parking Structure 3(OSM id: 404975608)",13.11,0.9
3787,vehicle,"Car_2","Car_3",27.61,0.12
3787,vehicle,"Car_3","Car_2",27.61,0.12
3789,vehicle,"Car_0","Car_1",3.81,0.25
3789,vehicle,"Car_1","Car_0",3.81,0.25
3791,vehicle,"Car_0","Car_1",10.91,0.03
3791,vehicle,"Car_1","Car_0",10.91,0.03
3792,static,"Car_2","(OSM id: 452514262)",12.21,0.48
3795,static,"Car_3","(OSM id: 827800343)",5.31,0.32
3795,static,"Car_3","(OSM id: 827800341)",12.01,0.14
3798,static,"Car_2","(OSM id: 598179060)",19.31,0.34
3798,static,"Car_2","(OSM id: 598179049)",24.01,0.13
3799,vehicle,"Car_2","Car_3",5.21,0.16
3799,vehicle,"Car_3","Car_2",5.21,0.16
3799,static,"Car_3","(OSM id: 452514262)",11.21,0.16
3799,static,"Car_3","(OSM id: 452514262)",13.11,0.02
3799,static,"Car_3","La Madeleine(OSM id: 452514254)",16.01,0.17
3801,vehicle,"Car_1","Car_3",27.41,0.06
3801,vehicle,"Car_3","Car_1",27.41,0.06
3802,static,"Car_2","46(OSM id: 308347758)",11.41,0.13
3804,static,"Car_0","(OSM id: 470346379)",24.61,0.17
3805,static,"Car_1","Facilities Management(OSM id: 543181775)",10.91,0.27
3805,static,"Car_1","Facilities Management(OSM id: 543181775)",16.01,0.04
3807,static,"Car_1","Pavillion Bank(OSM id: 470347284)",12.61,0.07
3808,static,"Car_2","(OSM id: 452512824)",12.91,0.38
3813,static,"Car_2","(OSM id: 613166647)",9.11,0.13
3813,static,"Car_2","(OSM id: 613166647)",10.61,0.09
3816,vehicle,"Car_1","Car_2",6.51,0.21
3816,vehicle,"Car_2","Car_1",6.51,0.21
3816,static,"Car_2","(OSM id: 510499742)",0.01,1.21
3817,static,"Car_0","2(OSM id: 221344894)",21.81,0.13
3818,static,"Car_1","(OSM id: 470347361)",10.51,0.21
3818,static,"Car_1","(OSM id: 672367616)",12.01,0.37
3818,static,"Car_1","(OSM id: 470347361)",16.11,0.6
3819,static,"Car_2","(OSM id: 470347252)",14.01,0.86
3820,static,"Car_1","(OSM id: 645766271)",9.71,0.22
3820,static,"Car_1","(OSM id: 645766124)",12.01,0.34
3820,static,"Car_1","(OSM id: 645787331)",20.51,0.08
3820,static,"Car_1","(OSM id: 645765903)",23.91,0.07
3820,static,"Car_1","(OSM id: 645765910)",26.01,0.08
3821,vehicle,"Car_1","Car_2",3.51,0.02
3821,vehicle,"Car_2","Car_1",3.51,0.02
3822,static,"Car_1","(OSM id: 646111090)",25.11,0.15
3822,static,"Car_1","(OSM id: 646111278)",26.51,0.2
3826,static,"Car_0","7-Eleven(OSM id: 470347346)",23.01,0.15
3827,static,"Car_1","(OSM id: 452514262)",10.01,0.49
3828,vehicle,"Car_1","Car_2",3.61,0.12
3828,vehicle,"Car_2","Car_1",3.61,0.12
3830,vehicle,"Car_3","Car_4",3.81,0.04
3830,vehicle,"Car_4","Car_3",3.81,0.04
3832,static,"Car_2","(OSM id: 645788029)",21.81,0.01
3833,static,"Car_1","(OSM id: 645791806)",12.21,0.15
3833,static,"Car_1","(OSM id: 645791486)",15.41,0.22
3833,static,"Car_1","(OSM id: 645791561)",19.21,0.09
3838,vehicle,"Car_2","Car_3",4.41,0.14
3838,vehicle,"Car_3","Car_2",4.41,0.14
3838,static,"Car_3","(OSM id: 470346374)",10.91,0.16
3838,static,"Car_3","(OSM id: 470346369)",13.01,0.23
3839,static,"Car_0","(OSM id: 598197633)",12.81,0.26
3840,static,"Car_1","Facilities Management(OSM id: 543181777)",13.81,0.24
3843,static,"Car_0","(OSM id: 131170997)",14.71,0.12
3843,static,"Car_0","(OSM id: 470347233)",22.71,0.01
3843,static,"Car_0","(OSM id: 470347233)",25.11,0.32
3844,vehicle,"Car_0","Car_1",2.71,0.16
3844,vehicle,"Car_1","Car_0",2.71,0.16
3844,static,"Car_1","(OSM id: 645788175)",7.31,0.2
3844,static,"Car_1","(OSM id: 645788361)",11.91,0.1
3844,static,"Car_1","(OSM id: 645788240)",19.41,0.07
3844,static,"Car_1","(OSM id: 645788196)",21.91,0.09
3844,static,"Car_1","(OSM id: 645788175)",25.61,0.11
3844,static,"Car_1","(OSM id: 645788324)",27.01,0.18
3849,static,"Car_1","The Home Depot(OSM id: 258040849)",28.81,0.06
3852,vehicle,"Car_0","Car_1",8.01,0.09
3852,vehicle,"Car_1","Car_0",8.01,0.09
3852,static,"Car_1","(OSM id: 770802082)",15.11,0.17
3852,static,"Car_1","(OSM id: 770802083)",16.61,0.1
3852,static,"Car_1","(OSM id: 770802087)",17.71,0.14
3852,static,"Car_1","(OSM id: 770802086)",19.01,0.13
3852,static,"Car_1","(OSM id: 770802082)",24.01,0.11
3852,static,"Car_1","(OSM id: 770802083)",25.01,0.09
3852,static,"Car_1","(OSM id: 770802087)",26.01,0.16
3856,static,"Car_1","(OSM id: 645788384)",16.31,0.83
3857,static,"Car_2","(OSM id: 470347258)",11.81,0.77
3858,vehicle,"Car_0","Car_2",16.91,0.07
3858,vehicle,"Car_2","Car_0",16.91,0.07
3858,static,"Car_0","Prestonwood Pregnancy Center(OSM id: 598200424)",17.91,0.33
3860,static,"Car_2","Bioengineering Science Building (BSB)(OSM id: 404995741)",12.01,0.71
3861,static,"Car_3","(OSM id: 770802090)",9.01,0.11
3861,static,"Car_3","(OSM id: 770802087)",12.11,0.07
3862,vehicle,"Car_1","Car_4",7.31,0.08
3862,vehicle,"Car_4","Car_1",7.31,0.08
3862,static,"Car_4","(OSM id: 646112280)",10.81,0.26
3865,static,"Car_0","(OSM id: 598179060)",25.91,0.05
3865,static,"Car_0","(OSM id: 598179049)",27.31,0.19
3866,static,"Car_1","Parking Structure 1(OSM id: 404997026)",13.51,1.63
3867,static,"Car_2","(OSM id: 598197627)",12.71,0.23
3867,static,"Car_2","(OSM id: 598197624)",20.81,0.54
3868,static,"Car_0","(OSM id: 945247258)",12.21,0.23
3870,vehicle,"Car_0","Car_2",7.21,0.21
3870,vehicle,"Car_2","Car_0",7.21,0.21
3875,static,"Car_0","(OSM id: 645787748)",10.51,0.06
3875,static,"Car_0","(OSM id: 645787820)",12.71,0.11
3875,static,"Car_0","(OSM id: 645787886)",13.91,0.14
3875,static,"Car_0","(OSM id: 645787626)",15.41,0.15
3875,static,"Car_0","(OSM id: 645787711)",16.91,0.15
3875,static,"Car_0","(OSM id: 645787726)",22.21,0.15
3876,static,"Car_1","(OSM id: 598197624)",12.01,0.24
3876,vehicle,"Car_1","Car_3",22.51,0.07
3876,vehicle,"Car_3","Car_1",22.51,0.07
3876,static,"Car_1","(OSM id: 598197627)",23.01,0.1
3877,static,"Car_2","(OSM id: 530944743)",12.51,0.54
3877,static,"Car_2","(OSM id: 530944743)",20.11,0.5
3877,static,"Car_2","(OSM id: 530944742)",26.71,0.03
3878,vehicle,"Car_2","Car_3",3.41,0.29
3878,vehicle,"Car_3","Car_2",3.41,0.29
3878,vehicle,"Car_2","Car_3",28.21,0.06
3878,vehicle,"Car_3","Car_2",28.21,0.06
3878,vehicle,"Car_1","Car_3",29.41,0.03
3878,vehicle,"Car_3","Car_1",29.41,0.03
3880,static,"Car_2","(OSM id: 598179107)",13.11,0.19
3881,static,"Car_1","(OSM id: 470346299)",14.61,0.59
3885,static,"Car_1","(OSM id: 598197610)",8.11,0.12
3885,static,"Car_1","Davidson-Gundy Alumni Center(OSM id: 543192327)",11.91,0.53
3886,static,"Car_2","(OSM id: 131170997)",25.41,0.16
3888,static,"Car_1","(OSM id: 452512824)",22.31,0.07
3889,static,"Car_2","Bank of America(OSM id: 452514264)",8.71,0.28
3889,static,"Car_2","Bank of America(OSM id: 452514264)",28.21,0.08
3891,vehicle,"Car_1","Car_2",6.41,0.23
3891,vehicle,"Car_2","Car_1",6.41,0.23
3891,static,"Car_2","(OSM id: 828042616)",20.51,0.15
3891,static,"Car_2","(OSM id: 828042615)",21.71,0.1
3891,static,"Car_2","(OSM id: 945247267)",24.31,0.15
3891,static,"Car_2","(OSM id: 945247266)",25.71,0.1
3891,static,"Car_2","(OSM id: 945247265)",26.61,0.12
3891,static,"Car_2","(OSM id: 945247264)",27.61,0.1
3892,static,"Car_3","Modular Lab 1 (ML1)(OSM id: 543947241)",5.91,0.27
3892,static,"Car_3","Modular Lab 1 (ML1)(OSM id: 543947241)",11.31,0.19
3892,vehicle,"Car_3","Car_4",13.61,0.04
3892,vehicle,"Car_4","Car_3",13.61,0.04
3892,static,"Car_3","Karl Hoblitzelle Hall (HH)(OSM id: 221345883)",19.31,0.13
3892,static,"Car_3","Classroom Bldg 2(OSM id: 392051438)",22.31,0.01
3892,static,"Car_3","Classroom Bldg 1(OSM id: 392051436)",21.71,0.11
3892,static,"Car_3","Arts and Humanities 2(OSM id: 392026782)",23.01,0.04
3892,static,"Car_3","Classroom Building 3(OSM id: 392026783)",23.11,0.1
3893,static,"Car_0","(OSM id: 646110870)",16.91,0.19
3893,static,"Car_0","(OSM id: 646111042)",18.81,0.19
3893,static,"Car_0","(OSM id: 646111036)",20.71,0.17
3893,vehicle,"Car_0","Car_3",25.81,0.04
3893,vehicle,"Car_3","Car_0",25.81,0.04
3894,static,"Car_1","(OSM id: 470832819)",13.41,0.16
3894,static,"Car_1","(OSM id: 470832816)",15.31,0.03
3894,static,"Car_1","(OSM id: 470832921)",20.41,0.1
3897,static,"Car_2","(OSM id: 646110956)",7.31,0.37
3897,static,"Car_2","(OSM id: 646111073)",13.61,0.06
3897,static,"Car_2","(OSM id: 646110948)",14.31,0.12
3897,static,"Car_2","(OSM id: 646111149)",18.01,0.06
3897,static,"Car_2","(OSM id: 646110945)",18.61,0.15
3897,static,"Car_2","(OSM id: 646110956)",20.01,0.19
3898,static,"Car_0","Canyon Creek Heights North (CH7)(OSM id: 514361758)",18.51,0.39
3899,vehicle,"Car_1","Car_4",22.11,0.04
3899,vehicle,"Car_4","Car_1",22.11,0.04
3900,static,"Car_2","(OSM id: 645787914)",24.31,0.02
3901,vehicle,"Car_0","Car_3",4.51,0.03
3901,vehicle,"Car_3","Car_0",4.51,0.03
3902,vehicle,"Car_2","Car_4",9.31,0.11
3902,vehicle,"Car_4","Car_2",9.31,0.11
3902,vehicle,"Car_1","Car_4",11.31,0.06
3902,vehicle,"Car_4","Car_1",11.31,0.06
3904,static,"Car_2","(OSM id: 470833686)",10.01,0.43
3905,static,"Car_3","(OSM id: 645791351)",7.41,0.37
3905,static,"Car_3","(OSM id: 645791503)",15.61,0.17
3905,static,"Car_3","(OSM id: 645791835)",17.41,0.15
3905,static,"Car_3","(OSM id: 645791703)",23.91,0.11
3905,static,"Car_3","(OSM id: 645791703)",25.61,0.03
3905,static,"Car_3","(OSM id: 645791530)",27.51,0.08
3906,vehicle,"Car_3","Car_4",4.81,0.03
3906,vehicle,"Car_4","Car_3",4.81,0.03
3906,static,"Car_4","(OSM id: 645787860)",25.71,0.19
3907,vehicle,"Car_0","Car_1",5.91,0.22
3907,vehicle,"Car_1","Car_0",5.91,0.22
3908,static,"Car_2","Panda Express(OSM id: 404994013)",16.71,0.11
3908,static,"Car_2","Braum's(OSM id: 405073216)",25.91,0.21
3909,static,"Car_1","(OSM id: 530944751)",9.01,0.39
3912,static,"Car_2","(OSM id: 598179061)",11.41,0.1
3912,static,"Car_2","(OSM id: 598179071)",12.71,0.14
3912,static,"Car_2","(OSM id: 598179080)",14.31,0.08
3912,static,"Car_2","(OSM id: 598179063)",16.21,0.1
3912,static,"Car_2","(OSM id: 598179076)",20.11,0.15
3912,static,"Car_2","(OSM id: 598179061)",22.51,0.15
3912,static,"Car_2","(OSM id: 598179074)",24.41,0.16
3912,static,"Car_2","(OSM id: 598179073)",26.61,0.13
3912,static,"Car_2","(OSM id: 598179075)",28.11,0.07
3916,static,"Car_0","(OSM id: 470346268)",22.41,0.31
3919,static,"Car_3","(OSM id: 598197592)",0.01,2.12
3920,vehicle,"Car_0","Car_1",12.21,0.14
3920,vehicle,"Car_1","Car_0",12.21,0.14
3922,vehicle,"Car_0","Car_3",14.61,0.07
3922,vehicle,"Car_3","Car_0",14.61,0.07
3925,vehicle,"Car_1","Car_2",10.71,0.1
3925,vehicle,"Car_2","Car_1",10.71,0.1
3925,vehicle,"Car_0","Car_2",16.11,0.13
3925,vehicle,"Car_2","Car_0",16.11,0.13
3925,static,"Car_2","(OSM id: 598179082)",18.51,0.06
3925,static,"Car_2","(OSM id: 598179061)",19.81,0.13
3925,static,"Car_2","(OSM id: 598179074)",21.41,0.05
3925,static,"Car_2","(OSM id: 598179071)",22.01,0.15
3925,static,"Car_2","(OSM id: 598179061)",23.91,0.15
3926,vehicle,"Car_0","Car_3",11.31,0.12
3926,vehicle,"Car_3","Car_0",11.31,0.12
3927,static,"Car_1","(OSM id: 640718689)",13.91,0.16
3931,static,"Car_2","(OSM id: 598197627)",21.71,0.07
3932,vehicle,"Car_2","Car_3",21.41,0.04
3932,vehicle,"Car_3","Car_2",21.41,0.04
3935,static,"Car_2","Target(OSM id: 258040848)",11.41,1.51
3937,static,"Car_0","7-Eleven(OSM id: 470346246)",15.01,0.21
3937,static,"Car_0","7-Eleven(OSM id: 470346276)",18.31,0.11
3938,static,"Car_1","Twin Oaks(OSM id: 679315066)",15.11,0.02
3939,vehicle,"Car_0","Car_2",6.31,0.18
3939,vehicle,"Car_2","Car_0",6.31,0.18
3939,vehicle,"Car_1","Car_2",10.81,0.02
3939,vehicle,"Car_2","Car_1",10.81,0.02
3940,static,"Car_0","(OSM id: 645788024)",12.01,0.27
3940,static,"Car_0","(OSM id: 645787598)",20.51,0.21
3940,vehicle,"Car_0","Car_2",23.51,0.06
3940,vehicle,"Car_2","Car_0",23.51,0.06
3940,static,"Car_0","(OSM id: 645787998)",25.11,0.26
3943,vehicle,"Car_0","Car_3",24.91,0.05
3943,vehicle,"Car_3","Car_0",24.91,0.05
3945,static,"Car_1","10(OSM id: 308344327)",23.31,0.15
3946,vehicle,"Car_1","Car_2",6.61,0.06
3946,vehicle,"Car_2","Car_1",6.61,0.06
3946,vehicle,"Car_1","Car_2",20.21,0.06
3946,vehicle,"Car_2","Car_1",20.21,0.06
3946,vehicle,"Car_0","Car_2",21.91,0.06
3946,vehicle,"Car_2","Car_0",21.91,0.06
3946,static,"Car_2","(OSM id: 598179060)",25.81,0.22
3948,static,"Car_4","(OSM id: 646111258)",9.91,0.23
3949,static,"Car_0","(OSM id: 645787542)",16.91,0.46
3949,static,"Car_0","(OSM id: 645787823)",23.51,0.06
3950,vehicle,"Car_0","Car_1",5.21,0.19
3950,vehicle,"Car_1","Car_0",5.21,0.19
3953,static,"Car_2","(OSM id: 598179100)",19.31,0.36
3953,static,"Car_2","(OSM id: 598179098)",23.61,0.31
3954,static,"Car_1","(OSM id: 131170996)",27.81,0.16
3956,static,"Car_1","(OSM id: 470346291)",10.41,0.39
3956,static,"Car_1","(OSM id: 470346302)",21.21,0.22
3957,static,"Car_2","Valero(OSM id: 470346857)",19.41,0.19
3957,static,"Car_2","Valero(OSM id: 470346810)",21.71,0.22
3957,static,"Car_2","(OSM id: 470346805)",24.21,0.16
3958,static,"Car_0","(OSM id: 598179095)",10.01,0.2
3959,static,"Car_1","(OSM id: 645791292)",15.81,0.5
3959,static,"Car_1","(OSM id: 645791184)",25.91,0.21
3960,static,"Car_2","Parking Structure 1(OSM id: 404997026)",11.71,0.4
3961,vehicle,"Car_0","Car_1",6.21,0.08
3961,vehicle,"Car_1","Car_0",6.21,0.08
3965,vehicle,"Car_1","Car_2",2.91,0.18
3965,vehicle,"Car_2","Car_1",2.91,0.18
3968,vehicle,"Car_1","Car_2",3.71,0.13
3968,vehicle,"Car_2","Car_1",3.71,0.13
3968,static,"Car_2","(OSM id: 613166647)",19.41,0.17
3969,static,"Car_0","(OSM id: 645787886)",17.51,0.14
3969,static,"Car_0","(OSM id: 645787820)",19.51,0.1
3970,static,"Car_1","(OSM id: 470347370)",6.41,0.41
3970,static,"Car_1","(OSM id: 470347367)",12.61,0.15
3971,static,"Car_2","(OSM id: 645787560)",21.21,0.19
3971,static,"Car_2","(OSM id: 645787465)",24.11,0.21
3974,static,"Car_2","Student Union Food Court(OSM id: 470345845)",15.01,0.88
3974,static,"Car_2","(OSM id: 544926295)",23.21,0.14
3975,static,"Car_3","(OSM id: 598197592)",9.71,0.31
3975,static,"Car_3","Northside Plus Building 12(OSM id: 827800363)",14.01,0.21
3976,vehicle,"Car_3","Car_4",20.11,0.18
3976,vehicle,"Car_4","Car_3",20.11,0.18
3978,vehicle,"Car_1","Car_2",4.31,0.1
3978,vehicle,"Car_2","Car_1",4.31,0.1
3978,static,"Car_2","(OSM id: 945950746)",7.91,0.83
3978,static,"Car_2","(OSM id: 945950750)",17.41,0.24
3978,vehicle,"Car_2","Car_3",23.51,0.06
3978,vehicle,"Car_3","Car_2",23.51,0.06
3979,static,"Car_3","Lennox International(OSM id: 470347194)",11.91,0.18
3979,static,"Car_3","(OSM id: 470345855)",15.61,0.54
3981,static,"Car_2","(OSM id: 598200423)",24.51,0.37
3983,vehicle,"Car_3","Car_4",5.61,0.11
3983,vehicle,"Car_4","Car_3",5.61,0.11
3983,static,"Car_4","(OSM id: 645791623)",10.21,0.29
3983,static,"Car_4","(OSM id: 645791643)",16.91,0.17
3983,static,"Car_4","(OSM id: 645791583)",19.01,0.18
3983,static,"Car_4","(OSM id: 645791126)",23.11,0.26
3984,static,"Car_0","(OSM id: 470346764)",7.61,0.27
3984,static,"Car_0","(OSM id: 470346768)",20.71,0.14
3986,static,"Car_2","7-Eleven(OSM id: 470346276)",8.61,0.19
3986,static,"Car_2","7-Eleven(OSM id: 470346276)",20.71,0.07
3986,static,"Car_2","7-Eleven(OSM id: 470346246)",22.31,0.22
3987,static,"Car_0","(OSM id: 645791853)",12.91,0.11
3987,static,"Car_0","(OSM id: 645791411)",14.21,0.26
3987,static,"Car_0","(OSM id: 645791058)",18.41,0.24
3987,static,"Car_0","(OSM id: 645791058)",21.61,0.01
3987,static,"Car_0","(OSM id: 645791411)",22.51,0.07
3987,static,"Car_0","(OSM id: 645791042)",27.01,0.18
3988,static,"Car_1","(OSM id: 640718557)",19.61,0.06
3988,static,"Car_1","(OSM id: 640718557)",20.51,0.08
3989,vehicle,"Car_1","Car_2",10.81,0.03
3989,vehicle,"Car_2","Car_1",10.81,0.03
3989,vehicle,"Car_1","Car_2",26.31,0.02
3989,vehicle,"Car_2","Car_1",26.31,0.02
3991,static,"Car_2","(OSM id: 470346374)",23.01,0.33
3991,static,"Car_2","(OSM id: 470346369)",26.31,0.16
3993,static,"Car_4","(OSM id: 598201033)",19.51,0.57
3994,static,"Car_1","Panda Express(OSM id: 404994013)",20.01,0.24
3995,static,"Car_2","(OSM id: 645788318)",17.11,0.21
3995,static,"Car_2","(OSM id: 645788322)",23.71,0.09
3995,static,"Car_2","(OSM id: 645788068)",26.81,0.01
3996,vehicle,"Car_1","Car_3",3.41,0.13
3996,vehicle,"Car_3","Car_1",3.41,0.13
3996,static,"Car_3","Northside Building 3(OSM id: 598197601)",5.71,0.24
3996,vehicle,"Car_0","Car_3",9.71,0.15
3996,vehicle,"Car_3","Car_0",9.71,0.15
3996,static,"Car_3","Northside Building 2(OSM id: 598197578)",18.31,0.23
3997,static,"Car_1","61(OSM id: 309478220)",10.21,0.18
3998,static,"Car_2","(OSM id: 470346725)",19.31,0.79
3999,static,"Car_1","Pavillion Bank(OSM id: 470347284)",14.91,0.24
4001,static,"Car_3","(OSM id: 470346786)",15.41,0.2
4001,static,"Car_3","(OSM id: 470346715)",17.71,0.08
4001,static,"Car_3","(OSM id: 470346720)",18.61,0.13
4001,static,"Car_3","(OSM id: 470346786)",25.71,0.13
4001,static,"Car_3","(OSM id: 470346720)",27.31,0.14
4004,vehicle,"Car_1","Car_2",15.11,0.71
4004,vehicle,"Car_2","Car_1",15.11,0.71
4005,static,"Car_0","(OSM id: 470347281)",19.01,0.44
4006,vehicle,"Car_1","Car_3",27.71,0.09
4006,vehicle,"Car_3","Car_1",27.71,0.09
4007,vehicle,"Car_0","Car_2",5.11,0.42
4007,vehicle,"Car_2","Car_0",5.11,0.42
4007,static,"Car_2","(OSM id: 645787705)",12.61,0.17
4007,static,"Car_2","(OSM id: 645787899)",16.61,0.2
4007,static,"Car_2","(OSM id: 645787481)",19.11,0.25
4007,static,"Car_2","(OSM id: 645787899)",25.91,0.18
4007,static,"Car_2","(OSM id: 645787899)",28.11,0.05
4008,static,"Car_3","(OSM id: 645787556)",15.21,0.29
4008,static,"Car_3","(OSM id: 645787639)",24.21,0.32
4008,static,"Car_3","(OSM id: 645787594)",29.21,0.03
4010,vehicle,"Car_1","Car_3",11.11,0.21
4010,vehicle,"Car_3","Car_1",11.11,0.21
4011,static,"Car_2","7-Eleven(OSM id: 470346276)",8.11,0.19
4011,static,"Car_2","7-Eleven(OSM id: 470346276)",14.41,0.28
4011,static,"Car_2","7-Eleven(OSM id: 470346246)",19.11,0.17
4011,static,"Car_2","7-Eleven(OSM id: 470346246)",23.21,0.03
4011,static,"Car_2","(OSM id: 470346274)",26.21,0.02
4013,static,"Car_1","(OSM id: 645787467)",24.91,0.14
4014,vehicle,"Car_1","Car_2",7.11,0.19
4014,vehicle,"Car_2","Car_1",7.11,0.19
4014,static,"Car_2","(OSM id: 646111232)",14.91,0.3
4015,vehicle,"Car_0","Car_1",7.71,0.26
4015,vehicle,"Car_1","Car_0",7.71,0.26
4015,static,"Car_1","(OSM id: 645791853)",25.11,0.23
4021,static,"Car_0","(OSM id: 598179103)",11.51,0.2
4022,static,"Car_1","(OSM id: 645791644)",25.91,0.15
4026,vehicle,"Car_0","Car_1",6.31,0.15
4026,vehicle,"Car_1","Car_0",6.31,0.15
4026,static,"Car_1","(OSM id: 470346764)",21.01,0.22
4026,vehicle,"Car_1","Car_2",24.91,0.06
4026,vehicle,"Car_2","Car_1",24.91,0.06
4033,static,"Car_1","(OSM id: 470347258)",9.81,0.29
4033,static,"Car_1","(OSM id: 470347258)",23.61,0.56
4034,vehicle,"Car_1","Car_2",5.21,0.2
4034,vehicle,"Car_2","Car_1",5.21,0.2
4034,static,"Car_2","(OSM id: 646111571)",10.81,0.47
4034,static,"Car_2","(OSM id: 646111738)",20.51,0.15
4034,static,"Car_2","(OSM id: 646111412)",22.41,0.09
4034,static,"Car_2","(OSM id: 646111381)",23.91,0.19
4034,static,"Car_2","(OSM id: 646111781)",27.91,0.13
4035,vehicle,"Car_1","Car_3",4.61,0.15
4035,vehicle,"Car_3","Car_1",4.61,0.15
4036,static,"Car_1","Northside Building 6(OSM id: 598197581)",11.71,0.25
4036,static,"Car_1","Northside Building 6(OSM id: 598197581)",14.61,0.17
4039,static,"Car_0","(OSM id: 640718945)",17.91,0.05
4039,static,"Car_0","(OSM id: 640718934)",18.71,0.09
4040,static,"Car_1","(OSM id: 470346818)",18.21,0.2
4040,static,"Car_1","(OSM id: 470346829)",22.61,0.46
4041,vehicle,"Car_1","Car_2",26.01,0.09
4041,vehicle,"Car_2","Car_1",26.01,0.09
4046,static,"Car_1","(OSM id: 470347252)",7.41,0.45
4046,static,"Car_1","(OSM id: 470347252)",13.81,0.41
4046,static,"Car_1","(OSM id: 470345853)",24.61,0.08
4047,static,"Car_2","(OSM id: 770802089)",15.31,0.79
4047,static,"Car_2","(OSM id: 770802088)",23.01,0.23
4047,static,"Car_2","(OSM id: 770802087)",25.01,0.2
4047,static,"Car_2","(OSM id: 770802083)",27.11,0.26
4050,static,"Car_2","(OSM id: 470346291)",8.71,0.6
4050,static,"Car_2","(OSM id: 965305544)",20.61,0.25
4050,vehicle,"Car_1","Car_2",23.51,0.08
4050,vehicle,"Car_2","Car_1",23.51,0.08
4053,vehicle,"Car_1","Car_2",6.21,0.21
4053,vehicle,"Car_2","Car_1",6.21,0.21
4056,static,"Car_2","(OSM id: 645787905)",6.51,0.34
4056,static,"Car_2","(OSM id: 645788039)",12.31,0.64
4056,static,"Car_2","(OSM id: 645787978)",18.61,0.07
4056,static,"Car_2","(OSM id: 645787931)",24.51,0.2
4056,vehicle,"Car_2","Car_3",27.71,0.07
4056,vehicle,"Car_3","Car_2",27.71,0.07
4058,vehicle,"Car_0","Car_1",6.41,0.11
4058,vehicle,"Car_1","Car_0",6.41,0.11
4059,vehicle,"Car_1","Car_2",11.31,0.46
4059,vehicle,"Car_2","Car_1",11.31,0.46
4060,static,"Car_1","Police (PD)(OSM id: 308345596)",14.51,0.33
4061,vehicle,"Car_1","Car_2",5.01,0.19
4061,vehicle,"Car_2","Car_1",5.01,0.19
4061,static,"Car_2","(OSM id: 640718866)",20.71,0.14
4061,vehicle,"Car_1","Car_2",25.11,0.08
4061,vehicle,"Car_2","Car_1",25.11,0.08
4061,vehicle,"Car_0","Car_2",26.21,0.09
4061,vehicle,"Car_2","Car_0",26.21,0.09
4063,vehicle,"Car_1","Car_2",4.31,0.28
4063,vehicle,"Car_2","Car_1",4.31,0.28
4064,static,"Car_0","(OSM id: 646111317)",9.41,0.23
4064,static,"Car_0","(OSM id: 646111342)",11.61,0.21
4064,static,"Car_0","(OSM id: 646111313)",16.01,0.22
4064,static,"Car_0","(OSM id: 646111182)",19.81,0.17
4064,static,"Car_0","(OSM id: 646111164)",21.51,0.16
4066,static,"Car_2","(OSM id: 476979429)",19.11,0.45
4067,static,"Car_3","(OSM id: 945950754)",12.81,0.68
4069,vehicle,"Car_0","Car_1",5.21,0.02
4069,vehicle,"Car_1","Car_0",5.21,0.02
4070,static,"Car_0","(OSM id: 598197624)",8.21,0.3
4071,static,"Car_1","(OSM id: 452512823)",18.11,0.17
4073,vehicle,"Car_0","Car_1",3.11,0.04
4073,vehicle,"Car_1","Car_0",3.11,0.04
