Episode,CollisionType,VehicleName,CollisionObjectName,TimeStamp,Duration
860,static,"Car_0","(OSM id: 645787540)",15.21,0.12
860,static,"Car_3","(OSM id: 645788018)",15.51,0.1
860,static,"Car_4","(OSM id: 645788018)",16.11,0.1
860,static,"Car_0","(OSM id: 645788042)",17.71,0.09
860,static,"Car_0","(OSM id: 645787955)",18.91,0.01
860,static,"Car_2","(OSM id: 645787505)",17.91,0.12
860,static,"Car_3","(OSM id: 645787500)",18.71,0.07
860,static,"Car_4","(OSM id: 645787500)",19.51,0.03
860,static,"Car_2","(OSM id: 645787940)",21.01,0.05
860,static,"Car_4","(OSM id: 645788050)",21.21,0.06
860,static,"Car_0","(OSM id: 645787880)",21.41,0.07
860,static,"Car_2","(OSM id: 645787482)",21.71,0.07
860,static,"Car_0","(OSM id: 645787638)",22.21,0.07
860,static,"Car_2","(OSM id: 645787777)",22.61,0.06
860,static,"Car_4","(OSM id: 645788011)",23.01,0.02
860,static,"Car_3","(OSM id: 645787694)",22.71,0.06
860,static,"Car_0","(OSM id: 645787753)",23.01,0.06
860,static,"Car_0","(OSM id: 645787564)",23.71,0.05
860,static,"Car_3","(OSM id: 645787979)",24.21,0.05
860,static,"Car_4","(OSM id: 645787518)",24.31,0.08
860,static,"Car_2","(OSM id: 645787853)",24.81,0.07
860,static,"Car_0","(OSM id: 645788339)",25.11,0.06
860,static,"Car_0","(OSM id: 645788146)",25.81,0.06
860,static,"Car_3","(OSM id: 645787877)",26.11,0.04
860,static,"Car_0","(OSM id: 645788087)",26.41,0.02
860,static,"Car_4","(OSM id: 645787994)",26.11,0.06
860,static,"Car_2","(OSM id: 645787825)",26.71,0.04
860,static,"Car_3","(OSM id: 645787857)",27.11,0.07
860,static,"Car_4","(OSM id: 645787475)",27.41,0.05
860,static,"Car_1","(OSM id: 645787809)",26.81,0.15
860,static,"Car_2","(OSM id: 645787756)",28.11,0.04
860,static,"Car_0","(OSM id: 645788171)",28.11,0.05
860,static,"Car_3","(OSM id: 645787524)",28.71,0.06
860,static,"Car_0","(OSM id: 645788120)",29.61,0.01
861,vehicle,"Car_0","Car_1",4.41,0.01
861,vehicle,"Car_1","Car_0",4.41,0.01
861,vehicle,"Car_0","Car_2",4.81,0.0
861,vehicle,"Car_2","Car_0",4.81,0.0
861,vehicle,"Car_1","Car_2",4.71,0.07
861,vehicle,"Car_2","Car_1",4.71,0.07
861,vehicle,"Car_0","Car_3",5.31,0.08
861,vehicle,"Car_3","Car_0",5.31,0.08
861,vehicle,"Car_3","Car_4",8.11,0.06
861,vehicle,"Car_4","Car_3",8.11,0.06
861,static,"Car_0","(OSM id: 645791563)",9.71,0.18
861,static,"Car_1","(OSM id: 645791035)",9.61,0.24
861,static,"Car_1","(OSM id: 645791072)",12.01,0.12
861,static,"Car_0","(OSM id: 645791708)",11.71,0.18
861,static,"Car_2","(OSM id: 645791600)",13.21,0.05
861,static,"Car_4","(OSM id: 645791563)",12.71,0.17
861,static,"Car_2","(OSM id: 645791701)",13.71,0.07
861,static,"Car_4","(OSM id: 645791708)",14.51,0.15
861,static,"Car_0","(OSM id: 645791648)",15.11,0.14
861,static,"Car_4","(OSM id: 645791180)",16.01,0.13
861,static,"Car_0","(OSM id: 645791675)",16.51,0.1
861,static,"Car_1","(OSM id: 645791583)",16.81,0.1
861,static,"Car_4","(OSM id: 645791648)",17.41,0.04
861,static,"Car_3","(OSM id: 645791687)",17.51,0.1
861,static,"Car_3","(OSM id: 645791929)",18.51,0.09
861,static,"Car_1","(OSM id: 645791513)",19.31,0.06
861,static,"Car_4","(OSM id: 645791561)",20.01,0.11
861,static,"Car_4","(OSM id: 645791486)",21.91,0.1
861,static,"Car_1","(OSM id: 645791612)",22.01,0.09
861,static,"Car_1","(OSM id: 645791257)",24.21,0.08
861,static,"Car_4","(OSM id: 645791917)",24.91,0.03
861,static,"Car_4","(OSM id: 645791535)",26.11,0.11
861,static,"Car_1","(OSM id: 645791565)",27.31,0.08
861,static,"Car_3","(OSM id: 645791932)",27.41,0.07
861,static,"Car_1","(OSM id: 645791851)",28.21,0.07
861,static,"Car_3","(OSM id: 645791896)",28.81,0.04
861,static,"Car_4","(OSM id: 645791703)",28.81,0.05
861,static,"Car_0","(OSM id: 645791171)",28.91,0.08
861,static,"Car_1","(OSM id: 645791503)",29.01,0.07
862,static,"Car_3","(OSM id: 946210248)",10.31,0.2
862,static,"Car_0","(OSM id: 946210251)",11.61,0.1
862,static,"Car_4","(OSM id: 946210247)",11.41,0.17
862,static,"Car_0","(OSM id: 946210252)",12.41,0.18
862,static,"Car_1","(OSM id: 946210251)",12.51,0.17
862,static,"Car_2","(OSM id: 946210250)",13.11,0.14
862,static,"Car_4","(OSM id: 946210248)",12.91,0.19
862,static,"Car_3","(OSM id: 946210249)",12.01,0.32
862,static,"Car_0","(OSM id: 946210253)",14.01,0.13
862,static,"Car_1","(OSM id: 946210252)",14.11,0.15
862,static,"Car_1","(OSM id: 946210253)",15.51,0.04
862,static,"Car_2","(OSM id: 946210251)",14.31,0.17
862,static,"Car_2","(OSM id: 946210252)",15.81,0.11
862,static,"Car_3","(OSM id: 946210250)",14.81,0.23
862,static,"Car_4","Reasearch Operations Center West (ROW)(OSM id: 514361757)",16.41,0.12
862,static,"Car_0","(OSM id: 470346654)",20.01,0.19
862,static,"Car_2","(OSM id: 470346654)",21.81,0.13
863,static,"Car_0","(OSM id: 645788192)",5.41,0.21
863,static,"Car_1","(OSM id: 645788257)",8.41,0.18
863,static,"Car_1","(OSM id: 645788301)",10.41,0.12
863,static,"Car_1","(OSM id: 645788358)",15.41,0.06
863,static,"Car_0","(OSM id: 645788126)",15.91,0.06
863,static,"Car_1","(OSM id: 645788222)",16.01,0.08
863,static,"Car_0","(OSM id: 645788299)",16.51,0.12
863,static,"Car_0","(OSM id: 645788141)",17.71,0.05
863,static,"Car_1","(OSM id: 645788335)",19.41,0.01
863,static,"Car_0","(OSM id: 645788257)",21.21,0.12
863,static,"Car_0","(OSM id: 645788301)",22.51,0.13
863,static,"Car_1","(OSM id: 645788041)",23.71,0.04
863,static,"Car_1","(OSM id: 645787676)",24.51,0.05
863,static,"Car_1","(OSM id: 645787814)",26.91,0.06
864,vehicle,"Car_1","Car_2",3.41,0.08
864,vehicle,"Car_2","Car_1",3.41,0.08
864,static,"Car_1","(OSM id: 598197619)",5.11,0.17
864,static,"Car_0","(OSM id: 548184239)",8.31,0.13
864,static,"Car_0","(OSM id: 470346291)",21.91,0.17
867,vehicle,"Car_1","Car_2",4.81,0.11
867,vehicle,"Car_2","Car_1",4.81,0.11
867,vehicle,"Car_0","Car_1",5.81,0.15
867,vehicle,"Car_1","Car_0",5.81,0.15
867,static,"Car_4","(OSM id: 452512824)",17.81,0.24
867,static,"Car_0","(OSM id: 646110924)",24.71,0.17
867,static,"Car_0","(OSM id: 646111005)",26.51,0.04
867,static,"Car_1","(OSM id: 452512142)",20.01,0.9
868,vehicle,"Car_0","Car_3",4.01,0.0
868,vehicle,"Car_3","Car_0",4.01,0.0
868,static,"Car_0","Police (PD)(OSM id: 308345596)",6.51,0.27
868,static,"Car_1","Police (PD)(OSM id: 308345596)",8.01,0.28
868,static,"Car_4","Police (PD)(OSM id: 308345596)",10.91,0.07
868,static,"Car_2","Police (PD)(OSM id: 308345596)",9.31,0.26
868,vehicle,"Car_0","Car_1",16.31,0.07
868,vehicle,"Car_1","Car_0",16.31,0.07
868,vehicle,"Car_0","Car_2",17.91,0.02
868,vehicle,"Car_2","Car_0",17.91,0.02
868,vehicle,"Car_1","Car_2",18.61,0.05
868,vehicle,"Car_2","Car_1",18.61,0.05
868,static,"Car_1","(OSM id: 640718706)",24.21,0.05
868,static,"Car_1","(OSM id: 640718718)",25.01,0.02
868,static,"Car_1","(OSM id: 640718620)",25.91,0.07
868,static,"Car_0","(OSM id: 640718660)",26.61,0.05
868,static,"Car_1","(OSM id: 640718573)",26.71,0.06
868,static,"Car_2","(OSM id: 640718672)",27.21,0.03
868,static,"Car_0","(OSM id: 640718529)",27.41,0.05
868,static,"Car_1","(OSM id: 640718579)",27.61,0.06
868,static,"Car_0","(OSM id: 640718534)",28.21,0.04
868,static,"Car_1","(OSM id: 640718681)",28.41,0.05
868,static,"Car_2","(OSM id: 640718648)",28.41,0.06
868,static,"Car_0","(OSM id: 640718643)",28.81,0.05
869,vehicle,"Car_0","Car_1",7.91,0.26
869,vehicle,"Car_1","Car_0",7.91,0.26
869,static,"Car_1","(OSM id: 646112101)",28.01,0.15
870,vehicle,"Car_2","Car_3",5.21,0.0
870,vehicle,"Car_3","Car_2",5.21,0.0
870,vehicle,"Car_2","Car_4",5.81,0.08
870,vehicle,"Car_4","Car_2",5.81,0.08
870,vehicle,"Car_0","Car_2",6.51,0.02
870,vehicle,"Car_2","Car_0",6.51,0.02
870,static,"Car_0","(OSM id: 598197595)",12.21,0.07
870,static,"Car_0","(OSM id: 598197594)",12.81,0.1
870,static,"Car_1","(OSM id: 598197595)",14.51,0.11
870,static,"Car_1","(OSM id: 543192297)",15.71,0.18
870,static,"Car_3","Northside Building 2(OSM id: 598197578)",17.01,0.07
870,static,"Car_1","(OSM id: 598197631)",17.71,0.07
870,static,"Car_0","(OSM id: 543192295)",17.81,0.1
870,static,"Car_4","Northside Building 2(OSM id: 598197578)",17.61,0.24
870,static,"Car_3","Northside Building 2(OSM id: 598197578)",17.91,0.31
870,static,"Car_0","Safety and Grounds (SG)(OSM id: 308345594)",22.61,0.04
870,static,"Car_3","Northside Building 9(OSM id: 598197591)",22.81,0.08
870,static,"Car_2","Northside Building 2(OSM id: 598197578)",22.71,0.13
870,static,"Car_2","Northside Building 3(OSM id: 598197601)",24.11,0.1
870,static,"Car_3","(OSM id: 598197592)",23.61,0.17
870,static,"Car_4","Northside Plus Building 11(OSM id: 827800362)",27.91,0.05
870,static,"Car_3","Northside Plus Building 12(OSM id: 827800363)",29.01,0.07
871,vehicle,"Car_1","Car_2",4.01,0.04
871,vehicle,"Car_2","Car_1",4.01,0.04
871,static,"Car_4","Valero(OSM id: 470346810)",7.41,0.06
871,static,"Car_1","Valero(OSM id: 470346810)",6.31,0.29
871,static,"Car_1","(OSM id: 470346805)",9.51,0.12
871,static,"Car_1","(OSM id: 470346818)",12.81,0.19
871,static,"Car_3","Valero(OSM id: 470346857)",15.41,0.11
871,static,"Car_1","(OSM id: 470346489)",15.51,0.12
871,static,"Car_1","(OSM id: 470346502)",17.51,0.13
871,static,"Car_1","(OSM id: 470346505)",19.11,0.05
871,static,"Car_1","(OSM id: 470346536)",19.91,0.05
871,static,"Car_1","(OSM id: 470346582)",20.61,0.1
871,static,"Car_0","Valero(OSM id: 470346857)",27.01,0.05
872,vehicle,"Car_2","Car_4",4.51,0.0
872,vehicle,"Car_4","Car_2",4.51,0.0
872,static,"Car_0","(OSM id: 672367617)",8.61,0.44
872,static,"Car_1","(OSM id: 672367617)",10.11,0.35
872,static,"Car_0","(OSM id: 470817144)",15.51,0.18
872,static,"Car_1","(OSM id: 470817144)",15.21,0.24
872,static,"Car_1","(OSM id: 646110915)",22.61,0.13
872,static,"Car_4","(OSM id: 672367617)",20.91,0.42
872,static,"Car_1","(OSM id: 646111165)",25.31,0.11
872,static,"Car_1","(OSM id: 646111296)",27.31,0.11
872,static,"Car_0","(OSM id: 452512141)",27.51,0.13
873,vehicle,"Car_0","Car_1",5.41,0.05
873,vehicle,"Car_1","Car_0",5.41,0.05
873,static,"Car_0","Erik Jonsson Academic Center (JO)(OSM id: 258039241)",6.41,0.47
873,static,"Car_2","Founders North(FN)(OSM id: 377544518)",10.21,0.24
873,static,"Car_1","Founders North(FN)(OSM id: 377544518)",11.81,0.16
873,static,"Car_2","(OSM id: 470345849)",14.21,0.04
873,static,"Car_0","Theatre (TH)(OSM id: 392004110)",11.61,0.33
873,static,"Car_2","Founders West Annex (FA)(OSM id: 308346223)",14.31,0.14
873,static,"Car_1","Founders West Annex (FA)(OSM id: 308346223)",14.61,0.14
873,static,"Car_1","(OSM id: 470345850)",16.21,0.03
873,static,"Car_1","Lloyd V. Berkner Hall (BE)(OSM id: 263733964)",16.21,0.34
873,static,"Car_0","Cecil and Ida Green Center(OSM id: 221317328)",18.81,0.19
873,static,"Car_0","Eugene McDermott Library (MC)(OSM id: 221317443)",22.11,0.04
873,static,"Car_0","(OSM id: 923037379)",22.41,0.12
873,static,"Car_1","Classroom Bldg 2(OSM id: 392051438)",22.81,0.1
873,static,"Car_1","Classroom Building 3(OSM id: 392026783)",24.01,0.04
873,static,"Car_1","Arts and Humanities 2(OSM id: 392026782)",24.41,0.09
873,static,"Car_0","Student Union (SU)(OSM id: 470346956)",25.41,0.05
873,static,"Car_0","Student Union (SU)(OSM id: 470346956)",26.11,0.07
873,static,"Car_1","65(OSM id: 308344377)",26.11,0.09
874,static,"Car_3","(OSM id: 543572366)",7.21,0.4
874,static,"Car_4","(OSM id: 543572366)",10.51,0.39
874,static,"Car_3","(OSM id: 945950730)",15.51,0.07
874,static,"Car_3","(OSM id: 945950729)",16.21,0.07
874,static,"Car_3","(OSM id: 945950728)",16.81,0.08
874,static,"Car_3","(OSM id: 945950727)",17.51,0.04
874,static,"Car_1","(OSM id: 945950726)",16.61,0.15
874,static,"Car_2","(OSM id: 945950726)",17.31,0.12
874,vehicle,"Car_1","Car_3",18.51,0.03
874,vehicle,"Car_3","Car_1",18.51,0.03
874,static,"Car_4","(OSM id: 945950727)",18.61,0.09
874,static,"Car_3","(OSM id: 945950721)",19.01,0.06
874,static,"Car_1","(OSM id: 945950721)",19.11,0.06
874,static,"Car_4","(OSM id: 945950726)",19.41,0.06
874,static,"Car_2","(OSM id: 945950721)",19.51,0.05
874,static,"Car_3","(OSM id: 945950720)",19.71,0.03
874,static,"Car_1","(OSM id: 945950720)",19.71,0.05
874,static,"Car_2","(OSM id: 945950720)",20.01,0.06
874,static,"Car_1","(OSM id: 945950719)",20.21,0.06
874,static,"Car_2","(OSM id: 945950719)",20.61,0.05
874,static,"Car_1","(OSM id: 945950718)",20.81,0.05
874,static,"Car_2","(OSM id: 945950718)",21.11,0.06
874,static,"Car_1","(OSM id: 945950717)",21.91,0.04
874,static,"Car_2","(OSM id: 945950717)",22.21,0.02
874,static,"Car_4","(OSM id: 945950710)",22.21,0.05
874,static,"Car_1","(OSM id: 945950716)",22.71,0.05
874,static,"Car_4","(OSM id: 945950711)",22.61,0.08
874,static,"Car_2","(OSM id: 945950716)",22.81,0.06
874,static,"Car_4","(OSM id: 945950712)",23.41,0.05
874,static,"Car_4","(OSM id: 945950697)",24.71,0.04
874,static,"Car_1","(OSM id: 945247278)",25.31,0.03
874,static,"Car_4","(OSM id: 945950696)",25.21,0.07
874,static,"Car_0","(OSM id: 945950757)",25.11,0.1
874,static,"Car_1","(OSM id: 945247279)",25.51,0.07
874,static,"Car_2","(OSM id: 945247279)",25.61,0.08
874,static,"Car_4","(OSM id: 945950691)",26.71,0.05
874,static,"Car_1","(OSM id: 945247295)",27.01,0.07
874,static,"Car_4","(OSM id: 945950692)",27.21,0.05
874,static,"Car_2","(OSM id: 945247295)",27.21,0.07
874,static,"Car_0","(OSM id: 945950746)",28.21,0.01
874,static,"Car_4","(OSM id: 946210269)",28.41,0.08
874,static,"Car_0","(OSM id: 945950750)",28.71,0.08
875,vehicle,"Car_0","Car_1",8.21,0.34
875,vehicle,"Car_1","Car_0",8.21,0.34
876,vehicle,"Car_1","Car_4",4.11,0.17
876,vehicle,"Car_4","Car_1",4.11,0.17
876,vehicle,"Car_2","Car_4",6.41,0.02
876,vehicle,"Car_4","Car_2",6.41,0.02
876,vehicle,"Car_3","Car_4",7.91,0.04
876,vehicle,"Car_4","Car_3",7.91,0.04
876,vehicle,"Car_1","Car_3",10.01,0.05
876,vehicle,"Car_3","Car_1",10.01,0.05
876,vehicle,"Car_1","Car_3",13.01,0.05
876,vehicle,"Car_3","Car_1",13.01,0.05
876,static,"Car_2","CVS Pharmacy(OSM id: 530944741)",12.51,0.27
876,static,"Car_2","(OSM id: 530944742)",15.81,0.14
876,static,"Car_0","(OSM id: 530944743)",16.11,0.16
876,static,"Car_4","(OSM id: 645791803)",19.11,0.12
876,static,"Car_3","(OSM id: 598200446)",20.61,0.1
876,static,"Car_4","(OSM id: 645791691)",22.01,0.05
876,static,"Car_2","(OSM id: 530944751)",19.61,0.31
876,static,"Car_3","(OSM id: 645791937)",22.81,0.01
876,static,"Car_3","(OSM id: 645791803)",23.21,0.08
876,static,"Car_4","(OSM id: 645791411)",23.81,0.08
876,static,"Car_3","(OSM id: 645791718)",24.11,0.07
876,static,"Car_3","(OSM id: 645791056)",25.01,0.06
876,static,"Car_4","(OSM id: 645791044)",25.91,0.02
876,static,"Car_4","(OSM id: 645791044)",26.31,0.02
876,static,"Car_2","(OSM id: 598200423)",26.41,0.06
876,static,"Car_3","(OSM id: 645791497)",27.41,0.02
876,static,"Car_4","(OSM id: 645791519)",28.01,0.04
876,static,"Car_4","(OSM id: 645791741)",28.71,0.01
877,static,"Car_1","(OSM id: 470346781)",28.51,0.09
878,vehicle,"Car_1","Car_2",3.11,0.15
878,vehicle,"Car_2","Car_1",3.11,0.15
878,static,"Car_0","(OSM id: 510499742)",0.01,0.5
878,static,"Car_2","(OSM id: 510499742)",0.01,0.81
878,static,"Car_0","Northside Building 5(OSM id: 598197587)",7.61,0.18
878,static,"Car_2","Northside Building 5(OSM id: 598197587)",9.91,0.17
878,static,"Car_0","Northside Building 8(OSM id: 598197582)",13.81,0.12
878,static,"Car_2","Northside Building 7(OSM id: 598197584)",15.61,0.12
878,static,"Car_0","Northside Building 6(OSM id: 598197581)",24.21,0.07
878,static,"Car_2","Northside Building 6(OSM id: 598197581)",24.41,0.08
878,static,"Car_2","Northside Building 5(OSM id: 598197587)",26.01,0.1
878,static,"Car_0","Northside Building 8(OSM id: 598197582)",28.11,0.05
878,static,"Car_2","Northside Building 8(OSM id: 598197582)",29.11,0.05
878,static,"Car_1","(OSM id: 510499742)",0.01,2.98
879,static,"Car_1","(OSM id: 530944759)",11.61,0.11
879,static,"Car_1","(OSM id: 754388686)",19.81,0.17
879,static,"Car_1","(OSM id: 530944743)",27.61,0.03
880,static,"Car_1","(OSM id: 598179065)",9.11,0.07
880,static,"Car_1","(OSM id: 598179066)",10.01,0.13
880,static,"Car_0","(OSM id: 598179093)",17.01,0.09
880,static,"Car_1","(OSM id: 598179077)",11.81,0.62
880,static,"Car_2","Lennox International(OSM id: 470347194)",25.91,0.11
880,static,"Car_2","Lennox International(OSM id: 470347194)",27.31,0.04
880,static,"Car_2","(OSM id: 470345854)",27.61,0.08
881,vehicle,"Car_0","Car_1",4.51,0.07
881,vehicle,"Car_1","Car_0",4.51,0.07
881,vehicle,"Car_1","Car_2",5.81,0.06
881,vehicle,"Car_2","Car_1",5.81,0.06
881,vehicle,"Car_0","Car_2",15.01,0.03
881,vehicle,"Car_2","Car_0",15.01,0.03
881,static,"Car_0","Residence Hall West(OSM id: 598197612)",21.71,0.11
881,static,"Car_0","Recreation Center West(OSM id: 404975709)",24.51,0.12
881,static,"Car_3","(OSM id: 470346692)",23.11,0.32
881,static,"Car_0","Residence Hall West(OSM id: 598197612)",26.31,0.04
882,static,"Car_0","North Lab (NL)(OSM id: 280324664)",13.11,0.12
882,static,"Car_1","North Lab (NL)(OSM id: 280324664)",16.01,0.18
882,static,"Car_0","English Language Center (ELS)(OSM id: 221317000)",17.21,0.13
882,static,"Car_1","North Office Building (NB)(OSM id: 280324659)",18.31,0.03
882,static,"Car_2","Parking Structure 3(OSM id: 404975608)",18.81,0.04
882,static,"Car_1","Parking Structure 3(OSM id: 404975608)",19.41,0.13
882,static,"Car_4","Bioengineering Science Building (BSB)(OSM id: 404995741)",22.71,0.2
882,static,"Car_4","Natural Science &amp; Engineering Research Lab (RL)(OSM id: 258039237)",25.11,0.01
882,static,"Car_0","Residence Hall South(OSM id: 258038934)",25.51,0.02
882,static,"Car_2","Residence Hall North(OSM id: 258038935)",24.71,0.12
882,static,"Car_4","Natural Science &amp; Engineering Research Lab (RL)(OSM id: 258039237)",25.41,0.11
882,static,"Car_4","Natural Science &amp; Engineering Research Lab (RL)(OSM id: 258039237)",27.31,0.08
882,static,"Car_1","66(OSM id: 308344378)",27.21,0.11
883,vehicle,"Car_1","Car_3",13.61,0.01
883,vehicle,"Car_3","Car_1",13.61,0.01
883,static,"Car_1","(OSM id: 452512144)",11.91,0.3
883,static,"Car_3","(OSM id: 452512144)",12.51,0.28
883,static,"Car_0","(OSM id: 452512142)",7.61,1.08
883,static,"Car_1","(OSM id: 646111071)",17.11,0.2
883,static,"Car_3","(OSM id: 646111071)",17.51,0.16
883,static,"Car_1","(OSM id: 646110953)",21.41,0.08
883,static,"Car_3","(OSM id: 646111175)",21.51,0.17
883,static,"Car_3","(OSM id: 646110948)",24.21,0.08
883,static,"Car_1","(OSM id: 646111026)",24.11,0.14
883,static,"Car_2","(OSM id: 470347355)",25.11,0.11
883,static,"Car_3","(OSM id: 646111174)",27.81,0.05
883,static,"Car_1","(OSM id: 646110949)",28.81,0.07
884,vehicle,"Car_1","Car_2",4.81,0.16
884,vehicle,"Car_2","Car_1",4.81,0.16
884,vehicle,"Car_0","Car_2",7.71,0.08
884,vehicle,"Car_2","Car_0",7.71,0.08
884,static,"Car_1","(OSM id: 646111026)",18.41,0.5
885,static,"Car_1","(OSM id: 598200453)",5.71,0.13
885,static,"Car_3","(OSM id: 598200453)",6.11,0.24
885,static,"Car_3","(OSM id: 645788386)",8.01,0.05
885,static,"Car_1","(OSM id: 598200453)",7.71,0.09
885,static,"Car_1","(OSM id: 598200453)",9.01,0.05
885,static,"Car_0","(OSM id: 645788086)",10.51,0.04
885,static,"Car_3","(OSM id: 598200451)",10.21,0.13
885,static,"Car_2","(OSM id: 645788124)",11.11,0.05
885,static,"Car_2","(OSM id: 645788086)",11.91,0.0
885,static,"Car_1","(OSM id: 598200451)",10.41,0.25
885,static,"Car_0","(OSM id: 645788087)",13.01,0.08
885,static,"Car_0","(OSM id: 645788146)",13.81,0.02
885,static,"Car_2","(OSM id: 645788186)",15.01,0.03
885,static,"Car_2","(OSM id: 645788150)",15.61,0.05
885,static,"Car_0","(OSM id: 645787564)",17.01,0.05
885,static,"Car_0","(OSM id: 645787753)",17.61,0.03
885,static,"Car_1","(OSM id: 645788288)",19.01,0.04
885,static,"Car_3","(OSM id: 645788117)",19.01,0.04
885,static,"Car_0","(OSM id: 598200453)",19.31,0.07
885,static,"Car_1","(OSM id: 645788094)",20.51,0.0
885,static,"Car_0","Asian American Baptist Church(OSM id: 598200421)",20.81,0.02
885,static,"Car_1","(OSM id: 645788124)",20.71,0.04
885,static,"Car_3","(OSM id: 645788124)",20.71,0.05
885,vehicle,"Car_1","Car_3",20.21,0.11
885,vehicle,"Car_3","Car_1",20.21,0.11
885,static,"Car_0","(OSM id: 598200451)",21.41,0.06
886,vehicle,"Car_0","Car_1",3.91,0.07
886,vehicle,"Car_1","Car_0",3.91,0.07
886,static,"Car_1","Parking Structure 4(OSM id: 134921833)",10.21,0.33
886,static,"Car_0","41(OSM id: 308347765)",8.61,0.55
886,static,"Car_0","36(OSM id: 297312353)",17.81,0.16
887,static,"Car_1","(OSM id: 645788044)",18.51,0.09
887,static,"Car_1","(OSM id: 645787474)",19.61,0.06
887,static,"Car_1","(OSM id: 645787634)",24.01,0.1
887,static,"Car_1","(OSM id: 645787752)",25.01,0.19
887,static,"Car_1","(OSM id: 645787916)",27.21,0.01
887,static,"Car_1","(OSM id: 645787513)",28.91,0.04
889,vehicle,"Car_0","Car_1",4.31,0.0
889,vehicle,"Car_1","Car_0",4.31,0.0
889,static,"Car_0","(OSM id: 645788118)",6.91,0.06
889,static,"Car_1","(OSM id: 645788234)",7.51,0.17
889,static,"Car_0","(OSM id: 645788163)",11.61,0.12
889,static,"Car_2","(OSM id: 645788365)",14.61,0.14
889,static,"Car_0","(OSM id: 645788271)",14.41,0.19
890,vehicle,"Car_0","Car_2",5.01,0.0
890,vehicle,"Car_2","Car_0",5.01,0.0
890,vehicle,"Car_1","Car_2",6.11,0.06
890,vehicle,"Car_2","Car_1",6.11,0.06
890,static,"Car_2","(OSM id: 640718911)",12.61,0.08
890,static,"Car_4","(OSM id: 640718922)",16.11,0.16
890,static,"Car_2","(OSM id: 640718928)",16.71,0.14
890,static,"Car_4","(OSM id: 640718930)",18.91,0.08
890,static,"Car_2","(OSM id: 640718930)",18.91,0.11
890,vehicle,"Car_2","Car_4",19.81,0.02
890,vehicle,"Car_4","Car_2",19.81,0.02
890,static,"Car_1","(OSM id: 640718575)",20.81,0.02
890,static,"Car_3","(OSM id: 640718911)",20.11,0.22
890,static,"Car_4","(OSM id: 640718941)",21.61,0.07
890,static,"Car_2","(OSM id: 640718940)",22.21,0.04
890,static,"Car_4","(OSM id: 640718941)",22.51,0.01
890,static,"Car_0","(OSM id: 640718575)",22.61,0.04
890,static,"Car_1","(OSM id: 640718529)",22.41,0.07
890,static,"Car_2","(OSM id: 640718937)",22.61,0.08
890,static,"Car_4","(OSM id: 640718946)",23.21,0.02
890,static,"Car_1","(OSM id: 640718534)",23.31,0.05
890,static,"Car_4","(OSM id: 640718952)",23.51,0.07
890,static,"Car_1","(OSM id: 640718643)",24.11,0.02
890,static,"Car_0","(OSM id: 640718529)",25.01,0.01
890,static,"Car_3","(OSM id: 640718926)",24.31,0.11
890,static,"Car_4","(OSM id: 640718973)",25.71,0.03
890,static,"Car_0","(OSM id: 640718578)",26.91,0.07
890,static,"Car_3","(OSM id: 640718913)",27.21,0.1
890,static,"Car_0","(OSM id: 640718690)",28.61,0.04
891,static,"Car_1","23(OSM id: 309478224)",9.11,0.42
892,vehicle,"Car_2","Car_3",8.11,0.09
892,vehicle,"Car_3","Car_2",8.11,0.09
892,vehicle,"Car_1","Car_2",18.01,0.0
892,vehicle,"Car_2","Car_1",18.01,0.0
892,static,"Car_3","Panda Express(OSM id: 404994013)",17.81,0.13
892,static,"Car_0","Pavillion Bank(OSM id: 470347284)",23.21,0.28
892,static,"Car_3","Pavillion Bank(OSM id: 470347284)",25.51,0.21
892,static,"Car_1","(OSM id: 470347242)",27.31,0.18
892,static,"Car_0","(OSM id: 470347287)",27.41,0.22
893,vehicle,"Car_1","Car_3",5.51,0.02
893,vehicle,"Car_3","Car_1",5.51,0.02
893,static,"Car_0","(OSM id: 470346450)",3.31,0.26
893,static,"Car_1","(OSM id: 470346404)",12.11,0.19
893,static,"Car_0","(OSM id: 470346404)",12.81,0.17
893,static,"Car_0","(OSM id: 470346450)",19.41,0.08
893,static,"Car_4","(OSM id: 470346450)",20.01,0.04
893,static,"Car_4","(OSM id: 470346404)",22.71,0.21
894,vehicle,"Car_0","Car_1",6.21,0.17
894,vehicle,"Car_1","Car_0",6.21,0.17
894,vehicle,"Car_0","Car_2",8.81,0.1
894,vehicle,"Car_2","Car_0",8.81,0.1
894,static,"Car_1","(OSM id: 470347281)",11.31,0.29
894,static,"Car_1","(OSM id: 470347287)",16.81,0.35
894,static,"Car_2","(OSM id: 598179042)",26.81,0.11
895,vehicle,"Car_0","Car_1",4.11,0.06
895,vehicle,"Car_1","Car_0",4.11,0.06
895,static,"Car_0","(OSM id: 598197633)",12.41,0.12
895,static,"Car_0","(OSM id: 598197624)",14.41,0.54
896,vehicle,"Car_0","Car_1",4.11,0.09
896,vehicle,"Car_1","Car_0",4.11,0.09
896,static,"Car_0","(OSM id: 598200440)",13.31,0.04
896,static,"Car_0","(OSM id: 645788096)",15.51,0.09
896,static,"Car_1","(OSM id: 530944751)",13.01,0.36
896,static,"Car_0","(OSM id: 645788110)",18.51,0.07
896,static,"Car_0","(OSM id: 645788143)",19.41,0.07
